sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	standard-price-point	ProductTaxCode
NTC159101-3	B076CW18MT	41.95	16														
NTC160101	B0773S55BR	19.99	250														
NTC160101-2	B0773SCC2K	38.95	134														
NTC160101-3	B0773S6RM2	56.95	89														
NTC163101	B076R2HX2V	14.95	250	14.95	fixed	14	13.45	28	12.95								
NTC163101-2	B076QXH2C8	26.95	150														
NTC163101-3	B076QQ59MH	38.95	150														
NTC164101	B076TT43SR	15.97	105														
NTC165101	B076XNXLR2	25.95	250														
NTC165101-2	B076XL4KZD	46.95	150														
NTC165201	B076XDRNWH	14.99	108														
NTC166101	B07735XF2K	20.99	250														
NTC166101-1	B07735XF2K	19.99	150														
NTC166101-2	B07739DVT7	42.95	150														
NTC166101-3	B07736DBJM	59.99	150														
NTC166201	B08D71G6LT	15.99	250														
NTC167101	B07734ZYT1	18.99	250														
NTC167101-2	B0773F19C2	33.95	150														
NTC167101-3	B0773C3SH1	46.99	150														
NTC167201	B08DBQ49P1	12.99	250														
NTC168101	B0788BBDLL	16.95	46														
NTC169101	B077NS1KDK	13.95	250														
NTC169101-2	B077NR4349	24.95	150														
NTC169101-3	B077NSWXW5	35.95	150														
NTC170101	B077SN86N9	14.95	250														
NTC170201	B077SN6XM3	24.98	250														
NTC170301	B077SYJV7L	44.99	52														
NTC171101	B079GH6V2Z	20.95	250														
NTC171101-2	B079GF23T1	36.95	77														
NTC171101-3	B079GFLXGF	53.95	51														
NTC172101	B078YGT78W	15.99	250														
NTC172101-2	B078YGSCLC	29.95	150														
NTC172101-3	B078YGR26Y	42.95	150														
NTC173101	B079V9KD8T	23.95	7														A_FOOD_GEN
NTC173301	B079V7GL7F	15.99	169														A_FOOD_GEN
NTC174101	B07B9GGJHC	13.99	37														A_FOOD_GEN
NTC174201	B07B9MQXK6	21.99	168														A_FOOD_GEN
NTC175101	B0792MCYGW	14.98	49														
NTC176101	B079C2J9FP	14.95	33														
NTC177101	B07993859K	11.99	250														
NTC177101-2	B079966SZJ	22.95	150														
NTC177101-3	B079934JRS	32.95	150														
NTC178101	B079J3JWQF	14.99	250														
NTC178201	B079J33VZW	21.95	250														
NTC179101	B079B2PDW1	12.99	250														
NTC179101-2	B0799X92GB	24.95	150														
NTC179101-3	B079B6H1P6	35.95	150														
NTC180101	B07B9GVP41	16.99	250														
NTC180101-3	B07B9LHMPG	47.95	53														
NTC181201	B078Z16G8W	29.99	250	29.99	percent	10	11.00	24	13.00	135	18.00						
NTC182101	B079BDWWPH	11.99	250														
NTC183101	B07983JXN2	13.95	250														
NTC183101-2	B079847BV3	26.95	106														
NTC183101-3	B07983L16H	38.95	71														
NTC184101	B07BB55F25	14.99	250														
NTC184101-2	B07BB3B5PX	28.95	87														
NTC184101-3	B07BB3SH36	41.95	58														
NTC185201	B079Q5PDXR	23.95	85														
NTC186101	B07BDQWSZP	16.95	60														
NTC187101	B079NQ1XXW	11.99	173														
NTC187101-2	B079NPZL2N	22.95	9														
NTC187101-3	B079NRM8VF	32.95	6														
NTC188101	B079K32QB6	15.99	250														
NTC188101-2	B079K5VQL5	28.95	150														
NTC188101-3	B079K4MPVB	40.95	150														
NTC189201	B079NTS8XY	29.99	250														A_FOOD_GEN
NTC189301	B079NN5FMM	49.99	37														A_FOOD_GEN
NTC190101	B07BDQ65BW	16.99	250														
NTC190101-02	B07BDRN9NB	32.95	94														
NTC190101-03	B07BDRRN52	44.95	63														
NTC191101	B07BHTXLDC	18.95	168														
NTC191101-2	B07BHV71CT	36.95	9														
NTC191101-3	B07BHTZJ62	53.95	6														
NTC193101	B07BH4JG35	19.95	250														
NTC193101-2	B07BH4R921	38.99	150														
NTC193201	B07BH4DR1W	12.99	250														
NTC194101	B07BHSHV44	14.95	167														
NTC194201	B07BHSWL1L	25.99	166														
NTC194201-2	B07BHSYCW9	47.95	8														
NTC195101	B07D5KQRCV	13.99	23														
NTC196101	B07D6VL4D2	19.99	250														
NTC196201	B076HC8GVJ	37.99	250														
NTC198101	B07FPBQ31W	13.99	49														
NTC201101	B07JHV6SWJ	13.99	250														
NTC201201	B07XZL1ZQS	19.95	250														
NTC201201-2	B07XZKRW4N	35.95	150														
NTC202101	B07HHHV189	14.99	250														
NTC202101-3	B07HHKV75J	35.95	67														
NTC203101	B07K3VFVJC	14.99	250														
NTC204101	B07HPB3ZYR	16.98	250														
NTC204201	B07HPBP37P	26.98	52														
NTC205101	B07JHN2JK6	13.99	250														
NTC206102	B07JY6J3J5	17.98	204														
NTC206104	B07JQ1WW91	17.99	250														
NTC206106	B07JR3Y6LR	17.95	15														
NTC206107	B07JQHLK87	17.95	6														
NTC206108	B07JR559D6	17.95	145														
NTC207101	B07JMW6K4D	14.99	250														
NTC209101	B07JNG3TR2	10.99	76														
NTC211101	B07K4W4YF5	11.99	250														
NTC212101	B07K6Y94FS	19.99	154														
NTC215101	B07KRBC2L3	13.97	250														
NTC217101	B07KX2GJHV	17.99	6														
NTC217201	B07KXB2Q93	11.97	250														
NTC219101	B07L1C5JHZ	10.00	183	10.0	percent	12	5.00	24	10.00								
NTC220101	B07KYWQ4LS	10.00	250														
NTC221103	B08WFYZGQM	24.95	145														
NTC221104	B08WGDX2PH	24.95	196														
NTC221105	B08WFSBZ1Z	24.95	151														
NTC222101	B07L6QRYRM	14.99	250														
NTC223101	B07L6Q9RVY	10.99	59														
NTC224109	B07LHCB9FN	16.99	250														
NTC225101	B07RC1D9VP	10.00	121														
NTC225102	B07R92SVP1	8.99	250														
NTC225103	B07R7XX62M	12.89	250														
NTC225104	B07R92WFYP	9.49	250														
NTC225109	B081SB73HP	25.98	250														A_FOOD_GEN
NTC226101	B07NQXWR5K	11.95	250														
NTC226102	B07Q23TF8J	19.99	21														
NTC227101	B07Q62G62G	13.99	250														
NTC228101	B07QGXHMJG	10.99	60														
NTC229101	B07QNMCXHG	17.99	194														
NTC230101	B07QTPNJF6	19.99	250														
NTC231101	B07QR12RZJ	18.99	250														
NTC232102	B07RWQ8K3V	17.99	41														
NTC233101	B07SH1JDT7	31.99	1														
NTC233102	B07SH22XS3	31.99	18														
NTC233109	B08HST6G5V	31.99	250														
NTC233201	B07SFKZMT1	56.99	250														
NTC233202	B07SH19M1S	56.99	250														
NTC233209	B08HSSFB2X	56.99	35														
NTC234101	B07TK4ZTLP	16.95	250														
NTC235101	B07W2XFMXN	12.99	250														
NTC236101	B07TD6KJS3	14.99	250	14.99	percent	20	11.50										
NTC237101	B07SQGT9ZC	17.99	250														
NTC238101	B07T8C9N97	12.99	250														
NTC239101	B07VNTTRQX	10.00	250														A_FOOD_GEN
NTC240101	B07TN2TKZ9	28.95	14														
NTC240102	B07WVSYH5P	18.95	1														
NTC241101	B07W6RZDR2	10.99	206														
NTC242101	B07WDTGK8S	12.99	250														
NTC243101	B07WFRD1ST	32.95	55														
NTC244101	B07VZ171X4	15.95	250														
NTC245101	B07W4MLXL7	13.99	250														
NTC246101	B07VP9LGGQ	13.99	250														
NTC246102	B07VPD46DY	18.99	18														
NTC248101	B07W8XM8H1	14.99	250														
NTC248201	B07W8YC89F	25.98	250														
NTC249101	B07YGXS7QH	13.99	250														
NTC250101	B07YCW9LYN	21.99	250														
NTC251101	B07YBK6DQP	16.95	250														A_FOOD_GEN
NTC252101	B07W8TL9DZ	13.95	250														
NTC252201	B07W8W2PS6	39.95	250														
NTC253101	B07WRMYXNT	11.95	250														
NTC254109	B07WVRR2B9	29.99	18														
NTC254209	B07WNSJTYJ	49.99	250														
NTC255209	B081SC57JM	44.95	146														A_FOOD_GEN
NTC256101	B07Y2H11DP	13.99	250														
NTC257101	B085VQRHLW	13.99	65														
NTC258101	B07XSHFN58	34.99	8														
NTC259101	B082BKBBTR	14.99	250														
NTC260101	B07X2TVJJB	12.99	250														
NTC261101	B07X43HLBD	12.98	29														
NTC262101	B07X2ZT14D	19.99	250														
NTC263101	B07X27P7V4	15.99	250														
NTC264101	B07XQQBHKN	13.95	250														
NTC265101	B07XTP49MX	13.95	33														
NTC266101	B07YCT9CZB	18.99	78														
NTC266201	B07YBNMLFX	16.99	250														
NTC267101	B07X7J7GVK	14.95	37														
NTC268101	B07X4CHJQ9	24.98	250														
NTC269101	B07X5GWSFQ	13.98	193														A_FOOD_GEN
NTC270104	B07XFRS65B	24.95	250														
NTC270105	B07XBVBNGB	24.95	250														
NTC270107	B07HJHFLBH	24.95	250														
NTC271102	B07XFPRZ2S	19.95	126														
NTC271104	B07XCYHWLR	19.95	89														
NTC271105	B07X8QXKYS	19.95	250														
NTC271106	B07XF1MRVM	19.95	182														
NTC271107	B07XFTNBLK	19.95	38														
NTC271202	B07XFPSJPK	29.95	164														
NTC271203	B07XFNWKGR	29.95	105														
NTC271204	B07X8QYL2Y	29.95	96														
NTC271205	B07X8QYNB1	29.95	149														
NTC271206	B07XFV5S3N	29.95	181														
NTC271207	B07X9VPR7D	29.95	13														
NTC272101	B07YN4QFVY	24.95	250														A_FOOD_GEN
NTC272102	B086ML3H91	24.95	34														A_FOOD_GEN
NTC272103	B086MDX9C4	24.95	182														A_FOOD_GEN
NTC273101	B081THJL6F	12.99	50														
NTC275101	B084JMGZ1S	19.99	250														
NTC276101	B08762WYDF	24.98	29														A_FOOD_GEN
NTC276102	B0875M6BGD	24.98	154														A_FOOD_GEN
NTC277101	B087KJ1XMZ	24.98	250														
NTC278101	B086BRX9LM	13.98	250														
NTC279101	B08CMG5VHP	11.50	250														A_FOOD_GEN
NTC281101	B082BGQR6X	12.98	51														
NTC282101	B084WQVDGD	17.95	19														
NTC284101	B088NDXC8N	39.95	250														
NTC285101	B088P9LR5T	12.99	250														
NTC286101	B0896RPH29	17.99	19														
NTC287101	B0892VWDY2	48.99	67														
NTC287201	B0892V34FN	29.99	60														
NTC288101	B0897XG1VQ	11.99	250														
NTC288201	B0897XWNM7	16.99	177														
NTC288201-2	B0897YCG5W	32.95	10														
NTC289101	B089NB9KRH	19.99	250														
NTC290101	B08B3B6MV1	34.95	44														
NTC290102	B08B6G6P6P	34.95	29														
NTC290109	B08B344ZV4	34.95	132														
NTC290201	B08B3DP1BL	59.95	195														
NTC290202	B08B6GMW7R	59.95	4														
NTC290209	B08B6D4V8P	59.95	250														
NTC291101	B08DXKZBLH	11.95	250														
NTC292101	B08FV45PC9	14.95	86														
NTC293101	B08DTN8VGF	29.95	145														A_FOOD_GEN
NTC293301	B08DTNSGSR	18.95	20														A_FOOD_GEN
NTC294101	B08DWGTT56	14.99	250														
NTC294101-2	B08DW3QGC1	28.95	137														
NTC294101-3	B08DVZSGXT	41.95	91														
NTC295101	B08FCJ3BY8	16.98	250														
NTC296101	B08FV67QNK	15.95	95														
NTC297101	B08FMW61NW	15.95	250														
NTC298101	B08FCX5LFP	11.99	250														
NTC299101	B08HR5PTDM	14.95	171														
NTC300101	B08K3LZ4KL	20.95	237														A_FOOD_GEN
NTC301101	B08GQBQL7B	11.98	38														
NTC301201	B08HHDTGP7	19.95	250														
NTC301301	B08GQB2JSX	15.99	250														
NTC301401	B08H2JRS8W	13.99	250														
NTC301501	B08HH6QNKR	22.99	90														
NTC301601	B08H2HY9Z3	16.99	250														
NTC302101	B08KFHSWZ7	12.95	250														
NTC303101	B08GQ9Z728	12.99	201														
NTC304101	B08W2S48GK	19.95	51														
NTC305101	B08JH8MNCH	14.99	87														
NTC305201	B08JH8GT9K	21.95	148														
NTC306101	B08L5P55GR	14.95	250														
NTC306201	B094DXP1VD	18.99	100														
NTC307101	B08HSN79KS	17.95	98														A_FOOD_GEN
NTC308101	B08NXXMWH7	14.95	108														
NTC309101	B08M4FZJ4Z	17.95	33														
NTC310101	B08TLWB9P6	15.95	239														A_FOOD_GEN
NTC311101	B08L5PHXQZ	14.99	250														
NTC312101	B08L8HCGGD	14.95	126														
NTC312201	B08L8HZBX1	10.00	250														
NTC313101	B08RR6ZF17	12.98	137														
NTC314109	B08M13P9XZ	17.95	6														
NTC314209	B08M142Z2J	24.98	102														
NTC315101	B08TQVBXQP	24.95	179														
NTC315201	B08TQVDGYT	42.95	203														
NTC316101	B08MB7GF4X	26.99	250														A_FOOD_GEN
NTC317101	B095CZNG8X	34.95	250														
NTC317102	B095CWW39D	34.95	250														
NTC317201	B095CXYRZN	71.95	236														
NTC317202	B095CXDKQW	71.95	250														
NTC318101	B08RRSZ8H6	14.95	250														
NTC320101	B096H53R7M	21.95	244														A_FOOD_GEN
NTC321101	B08RN2G6RK	17.95	250														
NTC322101	B08R12TZVC	19.98	160														
NTC323101	B08W8BNRK2	18.95	250														
NTC324101	B08SG6FMMV	18.98	44														
NTC325101	B08TCJV26B	19.95	131														
NTC326101	B08TLH48G6	15.95	1														
NTC327101	B08T6BD57F	14.95	250														
NTC328101	B08T6SS2SN	13.98	250														
NTC329101	B08XN5KRG7	11.95	250														
NTC330101	B08TR232JH	11.99	117														
NTC331102	B08VRKV9KQ	24.95	250														
NTC331103	B08VRJP54N	24.95	17														
NTC332101	B08VW1QDR5	13.99	199														
NTC333101	B08WVLL9WN	28.95	250														
NTC333103	B08WW1G5T5	28.95	250														
NTC334101	B08X9ZFRTN	13.95	250														
NTC335101	B08XN8156Z	22.95	10														
NTC336101	B08XKHB7S8	19.95	193														
NTC338101	B08XYCMYQ9	12.95	250														
NTC339101	B08YJ1PZ5W	12.95	250														
NTC340101	B08XN6D17C	21.98	156														A_FOOD_GEN
NTC340201	B08Y5XXYBS	15.95	149														A_FOOD_GEN
NTC341101	B08Y55JP9S	16.95	16														
NTC343101	B08YS2TL15	17.95	184														
NTC344101	B0914RRNKZ	14.95	171														
NTC347101	B08Y685HDK	12.95	250														
NTC349101	B08Y63621K	13.95	250														
NTC350101	B0916GDFS5	12.95	250														
NTC350201	B0916DBPT1	17.50	250														
NTC351101	B0916P9F22	16.95	132														
NTC353101	B08Z6CPV35	17.95	86														
NTC354101	B096G963VW	14.99	220														
NTC355101	B08ZJY8D49	9.99	70														
NTC355201	B08ZJW3F1N	13.99	117														
NTC356101	B092RG7Q9K	10.99	250														
NTC357101	B09132TP4V	14.95	22														
NTC358101	B096G969KJ	12.99	250														
NTC359101	B095KYC9LY	13.99	213														
NTC360101	B0971TDFRC	10.99	232														
NTC361101	B09126BY8S	16.98	11														
NTC363101	B094DZDSX4	10.00	228														
NTC364101	B096N5W3LV	10.00	113														
NTC365101	B097CPQ62Y	10.00	193														
NTC366101	B097CQ2F15	11.98	215														
NTC367101	B08YS9T41V	16.95	250														
NTC368101	B096GCPMKT	14.99	171														
NTC370101	B092HQK9MZ	13.95	169														
NTC371101	B08ZCLK948	21.95	6														
NTC372101	B096T2WLJX	15.95	242														
NTC372102	B096T41WYF	15.95	250														
NTC372201	B096SYXRV7	22.95	237														
NTC372202	B096T41LHF	22.95	228														
NTC373101	B0989HPNQF	14.95	250														
NTC374101	B094863CX4	16.95	178														
NTC375101	B0988B9WH4	14.95	250														
NTC376101	B0992S2SSQ	16.95	218														
NTC376201	B0992RT7MR	10.00	250														
NTC377101	B096HKLGYZ	17.95	181														A_FOOD_GEN
NTC377201	B096H1K287	24.95	200														A_FOOD_GEN
NTC378101	B097X3QW99	23.95	220														
NTC379101	B0971WQRMH	10.99	201														
NTC380101	B096J1BN5P	21.99	146														
NTC380201	B096HBHLYY	31.95	250														A_FOOD_GEN
NTC381101	B094XMC514	16.99	250														
NTC382101	B098KLWZHN	19.95	250														
NTC383101	B096J1S1TJ	13.95	143														A_FOOD_GEN
NTC383102	B097S74VMR	14.95	141														
NTC383201	B097S6Z5FS	15.95	140														A_FOOD_GEN
NTC383202	B097S7D2FD	16.95	143														A_FOOD_GEN
NTC384101	B096D6K5D5	15.99	153														
NTC386101	B097QGFTN3	16.95	250														
NTC386102	B097QB8LN3	16.95	250														
NTC386201	B097QCJQMZ	24.95	250														
NTC386202	B097QFMBGF	24.95	244														
NTC387101	B0979RNLPD	14.95	250														
NTC387102	B0979RCR17	14.95	250														
NTC387201	B0979QZM1N	19.95	250														
NTC387202	B0979R4LZM	19.95	250														
NTC389101	B096WJNP3L	13.99	213														A_FOOD_GEN
NTC389201	B096WJM2DY	15.99	169														A_FOOD_GEN
NTC389301	B096WLCGGJ	23.99	75														A_FOOD_GEN
NTC390101	B097J5Q7R3	24.95	213														
NTC391101	B098TYBSZM	14.95	84														
NTC392101	B098KM5LKZ	12.95	83														
NTC393101	B098KDR5SC	26.95	208														
NTC394101	B098KGFLX5	16.95	250														
NTC395101	B098GXL21F	13.95	250														
NTC396101	B098H36DJC	13.95	250														
NTC901101-02	B08BP9D3KZ	9.99	250	9.99	percent	24	10.50										A_HLTH_HANDSANITIZER
NTCMULTIMEN-A	B06WP6KQKH	13.95															
NTC_SODIUMCITR2LB	B096H1K287	24.95															
NU-L6PI-C3U3	B01EGTY3K8	47.95	150														
O1-IUTG-FA5T	B01CTFTITW	26.99	150														
O4-FP9M-YJ6X	B00WFDWAEY	17.99	250														
OC-KQT7-1XC5	B015TK6KU4	34.95	103														
OF-5FER-LS4B	B01F7N739K	67.95	86														
OF-TGOZ-LO42	B01B1X2PZ2	12.99	250														
OP-AKON-KZMQ	B08QC4V25L	18.99	29														
OW-CJI4-YLZQ	B079NP3W68	14.95	173														
P0-4PKX-VAQP	B01A1CWDC4	13.98	250														
P7-WAKS-YENI	B015P6QWE6	50.95	150	50.95	percent	9	10.00	16	15.00								
PI-INBE-LA7H	B017MW6LQ0	59.95	68														
PREWRK-W-SS1	B01GSS639E	19.99	125														
PT-0HO1-82AU	B015QCDRPQ	29.99	131														
PotCitrCaps500-1	B01JN8WWQ4	17.95	250														
PotCitrCaps500-2	B01JN8WWSM	32.95	149														
PotCitrCaps500-3	B01JN8WWMI	48.95	150	40.95	fixed	9	39.95										
PotCitrCaps500-A	B01JN8WWQ4	16.95															
Q3-QTM6-V2TV	B01CTFZFEO	28.95	150														
QL-GEEK-L6OL	B01F5QSIZW	19.95	150														
R6-VVV2-UQGP	B01B6WXBB0	10.99	250														
RENUVIE-DAY	B08CQGD1HW	24.95															A_HLTH_COSMETIC
RL-43S0-15ND	B01AMJCHBS	35.99	150														
RL-YL9P-0X2K	B00ZJ2H5S4	39.95	150														
RNV001101	B08CQGD1HW	24.95	250														A_HLTH_COSMETIC
RNV002101	B08CRY8NSM	24.95	250														A_HLTH_COSMETIC
RV-2YDU-NKLW	B00MWE8WAM	14.98	250														
S6-KAP0-A719	B00GL2EOQM	57.95	212														
SC-VITBCMPX-90C	B089LGLJP6	12.00															
SD-YWGR-DIPX	B0047Y6I24	29.95	82														
SO-B0D6-0KCO	B00WISWRGM	38.95	150														
ST-PRE-0STIM30AA	B07C36NZD6	39.00															
STC-BCAAHY-PA30	B07C2RKL9N	34.00															
STC-BCAAHY-PM30	B07H7V2BHZ	34.00															
STC-BCAAHY-SC30	B076L33KVT	34.00															
STC-BCAAHY-WG30	B076L8PNZN	34.00															
STC-BCAAHYD-PINK	B097V33F7V	34.00															
STC-BETAALA300G	B089116XNF	15.00															
STC-CLA90C	B07C36ZQFN	20.00															
STC-DAA50UF	B07DNK9BM3	14.95															
STC-FRK-30MYST	B081K8ZLBM	49.00															
STC-FRK-30PINA	B081K92D3W	49.00															
STC-FRK-30PM	B081K8NNJB	49.00															
STC-FRK-30TROPMOJ	B081K8ZLBM	49.00															
STC-GREEN-PM30	B087J3GPQ2	44.00															
STC-HUPERZ-A-120C	B089P23YG2	15.00															
STC-KANGA-MC	B07C2532LB	52.00															
STC-KANGA-VAN	B07CBXCP7J	52.00															
STC-KRILL60	B086VTXT1K	20.00															
STC-LARG-LCIT180C	B089B9GFSZ	16.00															
STC-LCITMAL50SRV-UF	B07ZWKQNJW	15.00															
STC-LGLUT100SRV-UF	B07XVSNRM1	20.00															
STC-LGLUT50UF	B07DNMNQKS	15.00															
STC-PB-PWD	B08D1YZVKY	12.00															A_FOOD_GEN
STC-PQQ60C	B088YPBSSW	20.00															
STC-PRE-0STIM30PK	B07JMQ2YZ2	39.00															
STC-PRE0STIM30BR	B07C331CWR	39.00															
STC-VPROT-2CH	B07NHDP2HV	39.00															
STC-VPROT-2VAN	B07NH8NFZF	39.00															
STC-WPI30S-CARMVMOC	B07C2BG482	39.00															
STC-WPI30S-HTCHK	B07C2BYHKP	39.00															
STC-WPI30S-MIDNGHTC	B07YF3WKJV	39.00															
STC-WPI30S-VAN	B07C2J9Z31	39.00															
STC001103	B07C2BG482	39.00	250														
STC001105	B07JFFH2DR	39.00	213														
STC001106	B07YF3WKJV	39.00	51														
STC001108	B08BWBC7BB	39.00	250														
STC003101	B07JMQ2YZ2	39.00	250														
STC003102	B07C331CWR	39.00	2														
STC003104	B07C36NZD6	39.00	22														
STC006103	B076L33KVT	34.00	66														
STC006104	B076L8PNZN	34.00	250														
STC006106	B07C2RKL9N	34.00	178														
STC006107	B07H7V2BHZ	34.00	250														
STC006109	B097V33F7V	34.00	250														
STC008101	B07C2532LB	52.99	250														
STC008102	B07CBXCP7J	53.99	232														
STC009101	B07C36ZQFN	20.00	95														
STC011102	B086VTXT1K	20.00	250														
STC012101	B07DNK9BM3	14.99	250														
STC013101	B07DNMNQKS	15.99	250														
STC013201	B07XVSNRM1	20.99	250														
STC014101	B07ZWKQNJW	16.00	182														
STC014102	B087QWJQPF	21.00	152														
STC016101	B07JGFWP67	29.00	250														
STC017101	B07NHDP2HV	39.00	6														
STC017102	B07NH8NFZF	39.00	121														
STC020101	B087DZBDPX	15.00	250														
STC021101	B087DXGFX8	19.00	250														
STC022101	B081K92D3W	49.00	250														
STC022102	B081K92SCH	49.00	250														
STC022103	B081K8ZLBM	49.00	250														
STC022107	B081K8ZLBM	49.00	250														
STC022108	B081K8NNJB	49.00	250														
STC022109	B081K8Q4DL	49.00	250														
STC022110	B08KRNGLS8	49.00	250														
STC024101	B086R4NWCN	17.95	93														
STC025102	B087J3GPQ2	44.00	4														
STC026101	B088596FYQ	13.99	250														
STC027101	B0892P3BH9	14.00	231														
STC028101	B08N3Z5XM9	16.00	250														
STC029101	B088YPBSSW	20.00	83														
STC030101	B089116XNF	15.00	250														
STC031101	B089B9GFSZ	16.00	250														
STC032101	B089LGLJP6	12.00	47														
STC033101	B089LGLYCY	30.00	40														
STC034101	B089P23YG2	15.00	250														
STC035101	B08N3CK3C4	13.00	250														
STC036101	B08D1YZVKY	12.00	109														A_FOOD_GEN
STC037101	B08GGG4M9R	11.00	118														
STC038101	B08SVPFHH7	17.99	250														
STC039101	B08SG6CPJ8	14.00	250														
STC906201	B082FRGYG4	34.00	98														
STCLCITM-300GMS	B087QWJQPF	21.00															
STL-GABA300G	B08SVPFHH7	17.95															
STL-LCIT120CAPS	B087DZBDPX	15.00															
STL-MLKTHSTL120C	B08SG6CPJ8	13.95															
T2-K4I8-7AF2	B01AAVGK70	16.95	250														
T9-GXT8-AHDT	B019EJ3RRU	36.95	150														
TC-JCXW-U0DJ	B016398GRA	33.95	150														
TC-MLGS-SQDN	B008R1JSKW	18.95	155														A_HLTH_COSMETIC
TFM007101	B098BSP1P2	24.99	50														
TFM008101	B098CQY5K9	29.99	50														
TFM009101	B098HSDXV5	24.99	50														
TFM010101	B098887KH6	15.99	50														
TFM011101	B098KQZ6W9	23.99	50														
TFM014101	B097FGFS7B	32.99	50														
TFM014102	B097FF2VCG	32.99	50														
TFM014103	B097FG53LM	32.99	50														
TFM014104	B097FG6H4L	32.99	50														
TG-M41W-DCPP	B00T3LB26I	37.95	150														
TU-RHMW-JRFE	B00MXD78S4	16.99	207														
U8-TJ3E-QMNO	B01BCULYEC	12.99	250														
UJ-JJWH-D4Y9	B00WAJU3VA	69.95	150														
UJ-Y7GS-DFCU	B01A68H2BA	29.99	250	29.99	fixed	24	27.25	48	26.67								
UM-VW52-WTV4	B010RBSLRU	13.99	250														
VDT500101	B086M9K45Y	16.97	250														
VDT501101	B0885BNKBX	13.97	250														
VDT503101	B088YJTFGY	20.99	236														
VDT504101	B088ZQLFPB	15.00	230														
VDT505101	B089QCZDVL	16.97	217														
VDT506101	B089V978MD	11.95	250														
VDT514101	B08N9KQJ67	19.95	136														
VDT515101	B08R5P41YP	17.95	113														
VDT516101	B08YM7WQMJ	16.95	241														
VDT517101	B091DCDD12	15.95	165														
VDT_ALA-120Caps_E	B08D9VMSYJ	14.97															
VDT_CLA_180Caps_E	B073LM7YR1	12.97															
VDT_COL_HYDR_1LB_CH_E	B074HFW961	18.97															
VDT_COL_HYDR_1LB_E	B0711TNZBW	18.97															
VDT_CRANB_90_Caps_E	B06WWH5J57	11.97															
VDT_DAA_120Caps_E	B07D2ZW22H	11.97															
VDT_L_THEAN_120Caps_E	B06X99SK72	11.97															
VDT_Lcit_Malate_500G_E	B089YWW8XR	26.97															
VDT_Melatonin_180Caps_E	B06X9JF285	9.97															
VDT_PQQ_30Caps_120Serv_E	B07CV1PZ92	11.97															
VDT_Quer_120CapsE_	B08DK5XKMZ	28.97															
VDT_Resv_90Caps_E	B073GF1DFS	13.97															
VDT_TUDCA-60CAP_E	B06WWRJWF4	29.97															
VDT_Turmeric_90caps_E	B073GDCVQ4	19.97															
VDT_VIT_B1_E	B07L9GXG1V	9.97															
VDT_VitB12_120Caps_E	B08D2L6W5P	11.97															
VDT_VitB2_90Caps_E	B08BDZQLSD	13.95															
VDT_VitB5_120Caps_E	B08BF8YBPK	12.95															
VDT_VitE_120Gels_E	B08BF71KQB	11.95															
VDT_Vit_C_1LB_E	B087DW1QVX	20.97															
VDT_Zinc_Gluc_120Cap_E	B08D21Y7LS	13.97															
VM-UP96-CRBH	B00T3LT8DC	53.95	150														
VP-EEFE-WO7N	B017MW6LQA	27.95	72														
W7-0OXE-LO12	B00C1PV916	70.95	250														A_HLTH_COSMETIC
WB-3BVY-5UHH	B00N1A2JO6	32.95	150														
XPI-LCARNTART180C	B0892QFDSV	16.95															
XPI-MYOT-2LBVAN	B00BUVOGXA	29.95															
XPI-MYOT-5VAN	B017E5D9SI	54.95															
XPI-MYOT2-CH	B0047Y6I24	29.95															
XPI-MYOT5LB-STR	B071Z2B6QH	54.95															
XPI-MYOTISO-2CHOC	B00OYYSID4	39.95															
XPI-MYOTISO-2VAN	B00OYYSIES	39.95															
XPI-MYOTSC5LB	B071S1MBF2	54.95															
XPI-R-DAA300G	B07J2SFTMZ	16.97															
XPI-R-LARG500G	B07MBHKBT3	19.99															
XPI-R-LGLUT500G	B07J2V2RKT	21.99															
XPI-TESTOSYN1	B00GL2EOQM	58.95															
XPI005104	B071NV9THQ	29.95	250														
XPI005202	B017E5D9SI	54.95	101														
XPI005203	B071Z2B6QH	58.95	214														
XPI005204	B071S1MBF2	55.98	108														
XPI005205	B073WLSYRH	54.95	250														
XPI018103	B07K987YZ6	39.95	68														
XPI018104	B07H7RCQGK	39.95	183														
XPI018105	B07K8Y3SQF	39.95	179														
XPI036101	B07JPZJ266	11.95	250														
XPI041101	B0892QFDSV	16.95	107														
XPI043101	B089CZY48B	15.95	232														
XPI044101	B089N3NR4K	16.99	243														
XPI046101	B08JP766FX	32.99	214														
XPI046102	B08JPMWP34	32.99	217														
XPI046201	B08JQ7294C	57.99	222														
XPI046202	B08JPC4XQ8	57.99	232														
XPI047101	B08W1T9PSQ	24.95	70														
XPI047102	B08VZL3SB1	24.95	71														
XPI047103	B08W1GT3FS	24.95	69														
XPI047104	B08W12NT66	24.95	69														
XPI047105	B08W15DSM1	24.95	67														
XPI047106	B08VZVS38J	24.95	70														
XPI047107	B08W1GSDK7	24.95	68														
XPI048101	B08WHDF171	26.95	245														
XPI048102	B08WHKZMRN	26.95	250														
XPI048103	B08WHV67CK	26.95	245														
