sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	standard-price-point	ProductTaxCode
NC-MULTIVMEN3	B06WP6KQDK	38.95	68														
NC-MYRRH120C	B085VQRHLW	13.95															
NC-MgCIT250G-UF	B06XWMWF7F	12.95															
NC-MgCIT500G-UF	B06XWZJCNZ	16.95															
NC-MgGlyc250G-UF	B06XXSKN4W	14.95															
NC-MgGlyc500G-UF	B06XXK8VSP	22.95															
NC-MgKETO250	B01MUXHTDT	39.95	11														
NC-MgOCaps1	B06VW5YP1Z	13.99	250														
NC-MgOCaps2	B06W9KJHM9	26.95	48														
NC-MgOCaps3	B06VWDN5FN	36.95	32														
NC-NALT100G	B01INUSKXM	14.95															
NC-NALT100G-01	B01INUSKXM	14.95	109														
NC-NALT120CAP	B079NQ1XXW	11.95															
NC-NATVITC1LB	B076HC8GVJ	36.95															
NC-NATVITC8OZ	B07D6VL4D2	19.95															
NC-NIACB3-250G	B010RBSLRU	12.95															
NC-NIACIN-INOSITL120C	B094863CX4	16.95															
NC-NONI-500MG240C	B0916P9F22	16.95															
NC-NTRLCAFF200M250C	B07SQGT9ZC	17.95															
NC-NaKETO250	B07327234C	39.95															
NC-O-BARLEYJUICPWD1LB	B096J1BN5P	21.95															
NC-O-CHLOREL-240T	B096G963VW	14.95															
NC-O-GREENS30-MB	B07RWQ8K3V	17.95															
NC-O-INULIN1LB	B08RRSZ8H6	14.95															
NC-O-SPIRUL240TAB	B096G969KJ	12.95															
NC-O-VGN-PROT5CHOC	B095CXYRZN	71.95															
NC-OLIVE750-90C	B08YJ1PZ5W	12.95															
NC-OR-BEET1LB	B08K3LZ4KL	20.95															
NC-OR-BLUEBRRY8OZ	B08HSN79KS	17.95															
NC-OR-BROCC8OZ	B08X9ZFRTN	13.95															
NC-OR-CORDY90C	B08JH8MNCH	14.95															
NC-OR-KELP1LB	B08W8BNRK2	18.95															
NC-OR-MATCHA(CUL)8	B08MB7GF4X	26.95															A_FOOD_GEN
NC-OR-MORINGA1LB	B096H53R7M	21.95															
NC-OR-PNAPPL8OZ	B08XKHB7S8	19.95															
NC-OR-POMEGRNT8OZ	B08TQVBXQP	24.95															
NC-OR-SHIITAK-180C	B08FV67QNK	15.95															
NC-OR-TURMRC1LB	B08Y5XXYBS	14.95															
NC-ORG-ALFALF1LB	B07QR12RZJ	18.95															
NC-ORG-AMLA-120C	B08GQ9Z728	12.95															
NC-ORG-AMLA1LB	B084JMGZ1S	19.95															
NC-ORG-CHAGA8OZ	B07YCW9LYN	21.95															
NC-ORG-CORD100G	B07WVSYH5P	18.95															
NC-ORG-CORD250G	B07TN2TKZ9	28.95															
NC-ORG-LIONS100G	B07W8TL9DZ	13.95															
NC-ORG-LIONS500G	B07W8W2PS6	39.95															
NC-ORG-MALTOD1LB	B07YBK6DQP	16.95															A_FOOD_GEN
NC-ORG-MCT8OZ	B08DTNSGSR	18.95															
NC-ORG-REISHI8OZ	B07QNMCXHG	17.95															
NC-ORG-RICEPR2LB-UF	B07WVRR2B9	29.95															
NC-ORG-RICEPR5LB-UF	B07WNSJTYJ	49.95															
NC-ORG-SHIITAK100G	B07YGXS7QH	13.95															
NC-ORG-WHEY-CH1	B08B3B6MV1	34.95															
NC-ORG-WP-UF2	B08B6D4V8P	59.95															
NC-ORGCCMLK1	B0723B9YHF	24.95															
NC-ORGCCMLK2	B071FGT7FL	35.95															
NC-ORGPEA-UF2LB	B081SB73HP	24.95															
NC-ORGPEA-UF5LB	B081SC57JM	44.95															
NC-ORGSPIN8OZ	B07X5GWSFQ	12.95															A_FOOD_GEN
NC-OXBILE125MG240	B07X2ZT14D	19.98															
NC-P5P-50MG-240C	B08YS9T41V	16.95															
NC-PANXG240C	B07B9GVP41	16.95															
NC-PB-PWD	B08CMG5VHP	11.50															A_FOOD_GEN
NC-PHOSPHATIDYL400-120C	B08XYDDXDC	17.95															
NC-POTAS_BICARB1LB	B08M13P9XZ	17.95															
NC-POTKETO250	B06W9KFYFF	39.95	67														
NC-PQQ60C	B07BH4JG35	19.94															
NC-PRE4WMN-STR30	B01GSS639E	19.95															
NC-PREWMN-30BR	B07XFPRZ2S	19.95															
NC-PREWMN-30FP	B07X8QXKYS	19.95															
NC-PREWMN-30GRP	B07XF1MRVM	19.95															
NC-PREWMN-30PM	B07XFTNBLK	19.95															
NC-PREWMN-30WM	B07XCYHWLR	19.95															
NC-PREWMN-60BR	B07XFPSJPK	29.95															
NC-PREWMN-60FP	B07X8QYNB1	29.95															
NC-PREWMN-60GRP	B07XFV5S3N	29.95															
NC-PREWMN-60STR	B07XFNWKGR	29.95															
NC-PREWMN-60WM	B07X8QYL2Y	29.95															
NC-PROBTC50B-1	B074B9L3G4	24.95															
NC-PSYLHSK-1LB	B07MKZD9LR	19.95															
NC-PSYLHSK500C	B01CTFZFE4	14.95															
NC-PSYLHSK8OZ-WHOLE	B07LGH45K2	14.95															
NC-PTEROSTIL120C	B08R12TZVC	19.95															
NC-QURCTN-01	B01MU30S6Z	28.99	250														
NC-QURCTN-02	B01NBN0A94	55.97	150														
NC-QURCTN-03	B01N2WAGPG	81.95	150														
NC-RESV120VC	B01A9DX40K	19.95															
NC-RHODRO60VC	B079C2J9FP	13.95															
NC-SELEN240C	B079B2PDW1	12.95															
NC-SIB-ELEU240	B0788BBDLL	16.95															
NC-SLEEP90	B01MTRW8EQ	12.95															
NC-SLEEPCPLX1	B01MTRW8EQ	12.99	95														
NC-SLIPELM120C	B08TR232JH	11.95															
NC-SODIUMCHL-1G240T	B096GCPMKT	14.95															
NC-SPIRL1LB	B00WAPA2NS	16.95															
NC-SPNCH500-1	B06XG4BPX8	16.95	250														A_FOOD_GEN
NC-SPNCH500-2	B06XFVHFGB	30.95	141														A_FOOD_GEN
NC-SPNCH500-3	B06XFW4BDT	43.95	94														A_FOOD_GEN
NC-STJHN120C	B07K4W4YF5	11.95															
NC-TAB-MELTNN3-240	B094DZDSX4	10.00															
NC-TAB-ZINC50-150T	B095KYC9LY	13.95															
NC-TARTCHER240C	B07TD6KJS3	14.95															
NC-TAUR1KG	B01MQGUFJP	21.95	8														
NC-TAUR250G	B00VAOKFO6	10.95															
NC-TAUR500G	B01N8Q0N53	14.99	250														
NC-TAURN400C-1	B01CUYHCX6	16.95															
NC-TCMPLX-01	B01N0ESJQ8	14.99	250														
NC-TCMPLX-02	B01N767S2B	28.95	150														
NC-TCMPLX-03	B01NA6U23V	41.95	109														
NC-TDCA-25GPWD	B07WDMB8BS	39.95															
NC-TDCA-500MG30C	B07WFRD1ST	31.95															
NC-TDCA30-01	B01M3VHJ8J	19.99	250														
NC-TDCA30-02	B01MDRWQSU	38.99	70														
NC-TDCA30-03	B01MFDAG40	56.95	46														
NC-TDCA60C-A	B01A68H2BA	29.95															
NC-THEOBROM90C	B07XTP49MX	13.95															
NC-TMG120C	B01F5QSHUS	10.00															
NC-TONGKA120C	B07983JXN2	13.95															
NC-TRIB120C	B01B6WXBB0	10.00															
NC-TRIBPWD-500	B06XCDJRXT	19.99	250														
NC-TRIBPWD-5001	B06XCDJRXT	19.95	250														
NC-TRIBPWD-500Grams	B06XCDJRXT	19.95															
NC-TURM120C	B018GPDCV4	19.95															
NC-UVAURSI240C	B08L5PHXQZ	14.95															
NC-VA-500-FBA	B01HQLCYW2	16.95															
NC-VALRNRT120C	B07JNHQBBK	10.95															
NC-VANAD180	B07W2XFMXN	12.95															
NC-VB2100MG120C	B07KYWQ4LS	10.00															
NC-VB5-01	B01IG07G4I	15.99	250														
NC-VB5-02	B01IG07G70	28.95	150														
NC-VB5-03	B01IG07G8Y	40.95	150														
NC-VD3-10Kiu-240	B01HQT754G	15.95															
NC-VITA500-01	B01HQLCYW2	16.99	250														
NC-VITA500-02	B01HQLCYZO	32.95	150														
NC-VITA500-03	B01HQLCZ6C	47.95	150														
NC-VITB2-01	B01IG5JH90	14.99	250	14.99	percent	24	11.65	90	15.00								
NC-VITB2-02	B01IG5JH7W	28.95	150														
NC-VITB2-03	B01IG5JH9A	41.95	149														
NC-VITB2-120C-A	B01IG5JH90	14.95		14.95	percent	24	11.00										
NC-VITB3CAPS-01	B01IIDB6JE	13.85	250														
NC-VITB3CAPS-02	B01IIDB6KS	23.99	77														
NC-VITB3CAPS-03	B01IIDB6C6	33.99	51														
NC-VITB3CAPS-A1	B01IIDB6JE	12.95															
NC-VITB5-A1	B01IG07G4I	15.39															
NC-VITB_CMPLX-2	B01INRFVVY	36.95	150														
NC-VITB_CMPLX-3	B01INRFVZ0	59.95	132														
NC-VITC-1LB	B00WFDWAEY	17.95															
NC-VITC2LB	B00ZVNCXOM	27.95															
NC-VITC8OZ	B00WFDWABM	12.95															
NC-VITD3-240-1	B01HQT754G	15.99	250														
NC-VITD3-240-2	B01HQT75BE	30.95	150														
NC-VITD3-240-3	B01HQT756E	44.95	150														
NC-VITK2+D3-120SFG	B07K3VFVJC	13.95															
NC-VITK2100MCG-240C	B07JMW6K4D	14.95															
NC-VIT_B1-01	B01J4OUZBG	15.99	250	15.99	fixed	16	13.45	36	12.45								
NC-VIT_B1-02	B01J4OUZE8	28.95	150														
NC-VIT_B1-03	B01J4OUZ9S	41.95	150														
NC-VIT_B12-01	B01IQB2UYS	14.50	250														
NC-VIT_B12-A1	B01IQB2UYS	13.95															
NC-VIT_B1_120	B01J4OUZBG	14.95		14.95	fixed	10	13.45	36	12.95								
NC-VIT_B6-01	B01IJ32F34	11.99	250														
NC-VIT_B6-02	B01IJ32EMG	22.95	150														
NC-VIT_B6-03	B01IJ32ENA	32.95	150														
NC-VIT_B6-A1	B01IJ32F34	11.95															
NC-VIT_B9-01	B01IO43YO2	12.98	250														
NC-VIT_B9-02	B01IO43YMO	23.95	150														
NC-VIT_B9-03	B01IO43YOC	32.95	150														
NC-VIT_B9-A1	B01IO43YO2	12.95															
NC-VIT_C-RH-CPS	B074GCB1ND	18.95															
NC-VIT_C-ZINC-120C	B08DWGTT56	14.95															
NC-VIT_E-01	B01I5OB3LW	14.99	250														
NC-VIT_E-02	B01I5OB3LM	28.95	150														
NC-VIT_E-03	B01I5OB3HG	41.95	150														
NC-VIT_E-A01	B01I5OB3LW	14.98															
NC-WGRSS-1LB	B07B9MQXK6	21.95															A_FOOD_GEN
NC-WHTGRSS8OZ	B07B9GGJHC	13.95															A_FOOD_GEN
NC-WHTKDNYBN120C	B07WRMYXNT	11.95															
NC-WPC-2CHOCPB	B08B13XQ2J	24.95															
NC-WPC-CHC2	B01KITQBTG	25.95	13														
NC-WPC-CHC5	B01KITQCW2	45.99	6														
NC-WPC-UF2	B01KITQF0Q	25.95	250														
NC-WPC-UF5	B01KITQG0A	45.99	250	42.99	percent	10	9.00	15	12.00	20	15.00						
NC-WPC-VAN2	B01KITQDK8	25.95	109														
NC-WPC-VAN5	B01KITQEPM	45.99	250	42.99	fixed	16	40.25										
NC-WPI-2LB-SC	B07BL5BT2V	24.95															
NC-WPI-2LB-STR	B07BL5G7TC	26.95															
NC-WPI-5LB-MOC	B07BL5TMRY	48.95															
NC-WPI-5LB-STR	B07BL695D1	48.95															
NC-WPI-CHC2	B01HOPJ2WU	26.95															
NC-WPI-CHC5	B01HOPJ522	48.95															
NC-WPI-UF5	B01HOPJAAE	49.99	250	47.99	percent	8	7.50	12	12.00								
NC-WPI-VAN2	B01HOPJ3OC	24.95															
NC-WPI-VAN5	B01HOPJ5JU	48.95															
NC-WPI5LB-SALTC	B07XZLZ6RV	48.95															
NC-WRMWD120C	B07WDTGK8S	12.95															
NC-XYLTL2-5	B0742QP69G	22.95															
NC-YOHIMBEBARK120	B08HR5PTDM	14.95															
NC-Yohimb120-1	B01J4EVPMO	12.99	250														
NC-Yohimb120-A1	B01J4EVPMO	11.95															
NC-Yohimb240-1	B01MQDHYNM	17.99	250														
NC-ZEAXA-LUT-120S	B07Y2H11DP	13.95															
NC-ZEMBRIN60C	B087LWVKNR	19.95															
NC-ZINCCHEL120C	B088P9LR5T	12.95															
NC-ZINCGLUC240	B07734ZYT1	17.95															
NC-ZINCOX500G	B07BDQWSZP	15.95															
NC-ZINCPIC240	B07735XF2K	19.99															
NC-Zemb-60CAP	B087LWVKNR	19.99	250														
NCA-WPC-CHC5	B01KITQCW2	44.95															
NCHYLRNCA-PW50-1	B01IFH0AIG	30.95	3														
NCKID-ELDRBRRY120	B08Y63621K	13.95															
NCKID-MELAT1MG120	B08Y63YKMV	11.98															
NCKID-VD3120	B08Y685HDK	12.95															
NCLCIT-1200	B01E7YL0UI	42.95	48														
NCLTRYP120-A1	B01M03S1JU	13.98															
NC_MELATON12-240T	B097CQ2F15	11.95															
NC_SODIUMCITR1LB	B096HKLGYZ	17.95															
NC_TAB-MELTNN10-240	B097CPQ62Y	10.00															
NG-6XPC-5KB9	B01AMJCHDQ	24.95	150														
NLX-MACA-1LB	B08FW76W4Y	19.99															
NLX-ORG_SHIITAKE-8OZ	B08H3DGCY1	18.99															
NLX-REISHI-8OZ	B08L5KM6BD	18.99															
NQ-1WMP-S9MS	B015QCDRKQ	20.99	150														
NTC-5HTP-25G-A	B01NCFNABC	13.99															
NTC-ACACIAFBR2LB	B08XN8156Z	22.95															
NTC-ACV-60GUM	B08ZJY8D49	9.99															
NTC-ACV_120GUM	B08ZJW3F1N	13.99															
NTC-B3Cap-MIDE	B01M9GIV8S	12.95		11.95	fixed	10	10.95										
NTC-BCAA1KG-GA	B06XHQQ698	38.95															
NTC-BCAA1KG-UF	B01M1O9U9S	36.99	250														
NTC-BEEFBONE-20CHOC	B086ML3H91	24.95															
NTC-BHB120CAP	B08RN2G6RK	17.95															
NTC-BORON3MG240C	B09132TP4V	14.95															
NTC-CAFF100-500C	B08JQQ2RM4	16.95															
NTC-CASEIN-2UF	B08HST6G5V	29.95															
NTC-CASEIN-5UF	B08HSSFB2X	54.95															
NTC-CFF100MG250	B01MY5CW7S	9.99															
NTC-CITACID-240C	B08L8HCGGD	14.95															
NTC-CLSTRM-A	B01N79JO6Q	12.95															
NTC-CMONO500CAP	B01IW245EY	20.95															
NTC-COLLGN-1LB	B06XKM7P97	23.95															
NTC-CRANB-120A	B01N7KMPU3	11.95															
NTC-CaKETO250-A	B01NAX0RGU	39.95															
NTC-CoQ10_100MG-60C	B091MNGCXM	15.95															
NTC-CoQ10_200MG-60C	B091M586SM	21.95															
NTC-D-RIB-250G	B01MYNOHIE	15.95															
NTC-DAA-CAP-A1	B01N0ERKPQ	14.95		14.95	fixed	10	14.65	24	13.95	48	13.75						
NTC-DAND180C	B075ZZ5MV1	13.95															
NTC-DHEA-100MG-240	B08HH6QNKR	22.95															
NTC-DHEA-25MG-240	B08GQB2JSX	15.95															
NTC-DHEA-50MG-240	B08H2HY9Z3	16.95															
NTC-DXTRS10LB	B079NN5FMM	47.95															A_FOOD_GEN
NTC-DXTRS2LB	B079NQ8F98	17.95															A_FOOD_GEN
NTC-DXTRS5LB	B079NTS8XY	27.95															A_FOOD_GEN
NTC-ELDR-GUM120	B0916DBPT1	16.95															
NTC-ELECT-90OM	B08VRJP54N	24.95															
NTC-ELECTR-90-POG	B08VR9P65P	24.95															
NTC-EMPTYCAP-G00	B097S74VMR	14.95															
NTC-EMPTYCAP-V0	B097S6Z5FS	15.95															
NTC-HYALURACID25G	B07D6XYVJN	24.95															
NTC-INOSITOL-240C	B08T6SS2SN	13.95															
NTC-INTRA-30BR	B08WFSBZ1Z	24.95															
NTC-IRON-65MG-240TAB	B092HQK9MZ	13.95															
NTC-LACTASE-250G	B07DW6MXC7	13.95															
NTC-LALO-01	B01CKNC8GI	14.99	250														
NTC-LALO-02	B01CKNCDH2	27.95	150														
NTC-LALO-03	B01CKNCBQ0	37.99	150														
NTC-LARG-1KG	B01GSCXRW6	34.95															
NTC-LARG-LCIT-240C	B0897XWNM7	16.95															
NTC-LCARNOS-100G	B0892VWDY2	48.99															
NTC-LCARNT250	B01MQDLB83	16.95															
NTC-LCARNTAR-120C	B088P9FMVY	13.95															
NTC-LCIT300-BR-A	B01LXORG8B	18.95															
NTC-LCIT300-SK-A	B01LX1BGEW	18.95															
NTC-LCIT600-BR-A	B01M0XZQBL	27.95															
NTC-LCIT600-SK-A	B01LZN2MHX	27.95															
NTC-LGLUT250G-A	B01MFDA8ZH	13.95															
NTC-LGLUT500-BR	B01MCSVVS0	19.95															
NTC-LGLUT500-FP-1	B01M63BX6N	19.95															
NTC-LNGJCK100	B06XBSLVWD	19.95															
NTC-LNGJCK50	B06XC42WGV	17.95															
NTC-MACAR500	B06XCJ6T7Y	19.95															
NTC-MALIC2LB	B094DXP1VD	18.95															
NTC-MELATON-1MG-180G	B08YS7K42V	15.95															
NTC-MGOXIDE240	B06VW5YP1Z	13.95															
NTC-MG_GLYCINAT120C	B08VW1QDR5	13.95															
NTC-MORINGA180CAP	B08T6BD57F	14.95															
NTC-MgKETO250-A	B01MUXHTDT	39.95															
NTC-NALT250G	B0791NCWPL	22.95															
NTC-NALT500G	B0791MK539	32.95															
NTC-NIACIN100MG-240	B08WYVC3ZH	10.99															
NTC-O-MATCHA(CRMNL)2	B08TCJV26B	19.95															
NTC-O-VGN-PRO2CHOC	B095CZNG8X	34.95															
NTC-O-VGN-PRO5VAN	B095CXDKQW	69.95															
NTC-OR-CHAGA-150C	B08FMW61NW	15.95															
NTC-OR-CORCY180C	B08JH8GT9K	21.95															
NTC-OR-LIONS-90C	B08FV45PC9	14.95															
NTC-OR-POMEGRNT1LB	B08TQVDGYT	42.95															
NTC-OR-REISHI120C	B08FCJ3BY8	16.95															
NTC-OR-TURMRC2LB	B08XN6D17C	21.95															
NTC-ORG-MCT1LB	B08DTN8VGF	29.95															
NTC-ORG-SHIITAK8OZ	B08F9P7PJC	17.95															
NTC-ORG-WHEY-CH2	B08B3DP1BL	59.95															
NTC-ORG-WP-UF1	B08B344ZV4	34.95															
NTC-ORG-WP-VAN2	B08B6GMW7R	59.95															
NTC-P5P-100MG-240C	B08ZCLK948	21.95															
NTC-POTAS_BICAR2LB	B08M142Z2J	24.95															
NTC-POTKETO250	B06W9KFYFF	39.95															
NTC-PQQ-30	B07BH4DR1W	12.95															
NTC-QURCTN-120C	B077SP8YBF	18.95															
NTC-QURCTN-A	B01MU30S6Z	28.95															
NTC-RHODRO100G	B079Q5PDXR	23.95															
NTC-SODIUMBICAR2	B08M4FZJ4Z	17.95															
NTC-SPIN500-A	B06XG4BPX8	15.95															
NTC-SPIRL2LB	B079NRC661	21.95															
NTC-TAB-MLTNN5-240T	B096N5W3LV	10.00															
NTC-TAUR1KG-A	B01MQGUFJP	19.95															
NTC-TAUR500G	B01N8Q0N53	14.95															
NTC-TCMPLX-A1	B01N0ESJQ8	14.95															
NTC-TDCA30-A	B01M3VHJ8J	19.95															
NTC-VITB1-100MG120C	B07L1C5JHZ	10.00															
NTC-VIT_C-RH-120C	B086H5YRHH	14.95															
NTC-VIT_K2-MK7-240	B09126BY8S	16.98															
NTC-WHITEWILLOWB240C	B08Z6CPV35	17.95															
NTC-WPC-CHC2-A	B01KITQBTG	24.95															
NTC-WPC-UF2	B01KITQF0Q	24.95															
NTC-WPC-UF5-A	B01KITQG0A	44.95															
NTC-WPC-VAN2-A	B01KITQDK8	24.95															
NTC-WPC-VAN5	B01KITQEPM	44.95		39.97	fixed	20	37.50										
NTC-WPI-2CHOCPB	B08B2XCK56	24.95															
NTC-WPI-5CHOCPB	B08B2GPGRT	45.95															
NTC-WPI-UF5-A	B01HOPJAAE	48.95		45.95	percent	8	7.00	12	11.50								
NTC-WPI5SC-M	B07XZLZ6RV	49.99	141														
NTC-Yohimb240-A	B01MQDHYNM	17.95															
NTC-ZINCGLUCO-120C	B08DBQ49P1	12.99															
NTC-ZINCPICO-120C	B08D71G6LT	15.95															
NTC-ZINC_CIT-50MG-90T	B096N4WNS7	9.95															
NTC002401	B07BTGCJTW	21.99	250														
NTC005301-01	B01AAVEJVE	35.99	108														
NTC008301	B07F186QCG	26.99	250														
NTC010201	B07D6TNWL3	25.95	250														
NTC012301	B0773815NL	11.99	250														
NTC012401	B07737HBN6	16.99	250														
NTC012401-2	B07732QP7Y	31.95	33														
NTC014601	B08JQQ2RM4	16.99	250														
NTC0158101	B075ZZ5MV1	14.99	250														
NTC0158101-2	B075ZZY1BQ	24.95	150														
NTC0158101-3	B075ZZZKLV	35.95	150														
NTC021201	B091M586SM	21.99	250														
NTC021301	B091MNGCXM	15.95	250														
NTC024009	B07LH783ZD	19.95	166														
NTC024103	B07JMFMD9R	27.95	250														
NTC024104	B07KCLFH4X	27.95	121														
NTC024105	B07DTZ8VBP	27.95	250														
NTC024106	B07JMDQWZ1	27.95	250														
NTC024407	B07198MRQ9	36.95	250														
NTC024408	B06XHQQ698	46.95	250														
NTC024503	B07JHC8MXW	17.99	33														
NTC024504	B07JJJSLY2	17.95	23														
NTC024505	B07DV935J8	17.98	128														
NTC024506	B07JWMWDHF	17.98	250														
NTC024507	B07JHC3JW7	17.95	24														
NTC024508	B07KFNXQVC	17.95	178														
NTC024509	B07F9195QK	13.99	250														
NTC024703	B07JPHPGNW	39.99	181														
NTC024704	B07JPHMYGZ	40.95	18														
NTC024705	B07F8YTD5H	42.95	250														
NTC024706	B07JQ2ZLXS	39.95	16														
NTC024707	B07F3FMDST	39.95	250														
NTC025201	B01EVOOBIW	29.95	250														
NTC029101	B07MKZD9LR	19.99	250														
NTC029201	B07LGH45K2	14.97	250														
NTC032401	B079NRC661	22.95	175														
NTC033301	B06Y1BTLGK	19.95	250														
NTC033301-A2	B06XZX94DW	38.95	150														
NTC033301-A3	B06Y1G3HT7	56.95	150														
NTC033401	B088P9FMVY	13.95	250														
NTC037301	B078TM4G99	18.99	250														
NTC037401	B078THL2V5	27.95	250														
NTC043201	B0731JC54K	18.99	250														
NTC043201-02	B0731MG1NS	36.95	150														
NTC044201	B098KM6HHP	14.99	250														
NTC046101-01	B01BCNGPCU	24.95	40														
NTC047101-01	B01BCQ3RLE	15.98	250														
NTC047101-02	B01BCQ3RM8	28.95	150														
NTC047101-03	B01BCQ3RLY	41.95	150														
NTC049101-01	B01CKLMWYS	20.95	250	19.5	percent	24	10.15	48	12.50								
NTC049101-02	B01CKLMWWA	38.95	150														
NTC049101-03	B01CKLMWX4	55.95	150	52.99	percent	16	5.00	32	10.00								
NTC049101-FBA	B01CKLMWYS	19.98		19.67	fixed	48	19.29										
NTC049201	B08D6Z8TPW	14.99	67														
NTC050101-01M	B01CO7I06W	14.99	250														
NTC061101-GLT1M	B01DCKSO84	11.99	250														
NTC069201	B01HOPJ2WU	27.95	250														
NTC069202	B01HOPJ3OC	27.95	63														
NTC069203	B01HOPJ8V0	27.95	1														
NTC069204	B07BL5G7TC	27.95	250														
NTC069206	B07BL5BT2V	24.95	15														
NTC069301	B01HOPJ522	49.99	250														
NTC069302	B01HOPJ5JU	49.99	250														
NTC069304	B07BL695D1	49.99	250														
NTC069305	B07BL5TMRY	49.99	75														
NTC069307	B08B2GPGRT	47.99	250														
NTC070201	B07H4YS9L7	12.95	250														
NTC071201	B0764MS2Q2	12.99	250	12.95	fixed	12	11.68	24	11.39								
NTC071201-2	B0764MRHM7	21.95	150														
NTC071201-3	B0764N7446	31.95	133														
NTC078201	B08WYVC3ZH	11.50	30														
NTC081201	B0791NCWPL	22.95	233														
NTC081301	B0791MK539	32.95	170														
NTC084201	B07D6XYVJN	24.95	40														
NTC086101	B077JC1GCN	24.95	250														
NTC087101	B071R2BRD4	23.95															A_FOOD_GEN
NTC087201	B06ZYR5GPQ	38.95		38.95	percent	6	9.00	20	12.00								A_FOOD_GEN
NTC089201-2	B07BN5BWNW	33.95	91														
NTC094204	B08B13XQ2J	25.95	123														
NTC106201	B077SP8YBF	19.95	250														
NTC128102	B07ZQT6WKS	23.95	20														
NTC128103	B07ZQSSP1Z	23.95	199														
NTC129001	B06XS9YJKB	16.95	60	15.95	fixed	27	13.46										
NTC130101	B06XTYYK4J	11.95	250	11.95	fixed	24	10.50										
NTC130102	B06XTGDGNN	13.95	145														
NTC130201	B06XTXB5RL	14.99	49														
NTC130202	B06XTWZRVK	20.99	60														
NTC131101	B06XWMWF7F	12.99	250														
NTC131201	B06XWZJCNZ	16.99	250														
NTC132102	B06XXSKN4W	14.99	143														
NTC132201	B06XXK8VSP	22.99	250														
NTC133101	B06XZWV138	14.95	250														
NTC133101-A2	B06XZVN9J3	28.95	61														
NTC133101-A3	B06XZVQSNC	41.95	41														
NTC134101	B06Y1XXXG6	15.95	250														
NTC134101-A2	B06Y1MJ7C5	30.95	48														
NTC134101-A3	B06Y1S9GYL	44.95	32														
NTC135101	B0727NSB56	18.99	250														A_FOOD_GEN
NTC135201	B07169YT2Y	25.99	21														A_FOOD_GEN
NTC137101	B071L9KDF9	14.99	250														
NTC137201	B072HXD211	23.99	250	23.99	fixed	4	21.99										
NTC138101	B071R2BRD4	24.99	250														
NTC138102	B07VJLB35V	24.99	250														
NTC138201	B06ZYR5GPQ	39.99	250	39.95	percent	6	7.00	20	10.00								
NTC138301	B076C4MPDX	14.95	49	14.95	fixed	28	12.99										A_FOOD_GEN
NTC139101	B0723B9YHF	24.99	250														A_FOOD_GEN
NTC139201	B071FGT7FL	36.95	250														A_FOOD_GEN
NTC140101	B071JPSW8Q	15.95	250														
NTC140101-02	B072JXB1GK	30.95	52														
NTC140101-03	B072MJ4KM6	42.95	35														
NTC141101	B073RP5GGB	16.99	41														
NTC142101	B074759LBV	19.99	250														
NTC142101-02	B07474J1XF	38.95	106														
NTC142101-03	B07474HTWY	56.95	71														
NTC143101	B071P7W9LX	25.99	144														A_FOOD_GEN
NTC143102	B07VM41JPV	25.99	94														A_FOOD_GEN
NTC143201	B072C3MZVB	41.99	250														A_FOOD_GEN
NTC143301	B0772V1WXY	16.99	250														A_FOOD_GEN
NTC144101	B07327234C	39.95	68														
NTC145105	B072N3LNSD	44.95	94														
NTC145106	B07LC3VMJZ	44.95	2														
NTC148101	B0748ZBQ47	19.95	250														
NTC148101-02	B0748YRC6Q	38.95	40														
NTC148101-03	B0748XCXRK	56.95	27														
NTC148201	B07DW6MXC7	13.95	71														
NTC149101	B073ZM351W	18.99	98	18.99	percent	20	12.10										
NTC150101	B0742QP69G	23.95	250														
NTC151101	B074B9L3G4	24.95	250														
NTC151101-02	B074BJ3KNN	48.95	59														
NTC151101-03	B074BDZXWQ	67.95	39														
NTC152101	B074P9J29V	17.99	250														
NTC152101-02	B074P9P5VY	34.95	25														
NTC152101-03	B074P9M7QW	46.95	16														
NTC153101	B074GCB1ND	18.95	250	18.0	percent	50	11.00	60	14.00								
NTC153101-01	B074GCB1ND	19.99	250	18.95	percent	10	5.00	100	12.00								
NTC153101-02	B074GDNW2N	36.99	150														
NTC153101-03	B074GD9P8V	54.99	149														
NTC153201	B086H5YRHH	16.95	250														
NTC154101	B0747YVVCB	12.95	250														
NTC154101-2	B0747YFPHM	23.95	150														
NTC155101	B074GHJ96Q	14.99	128														
NTC155101-02	B074GF6K25	28.95	2														
NTC155101-03	B074GDJRYS	41.95	1														
NTC156101	B074X3KJL5	33.95	241														
NTC156102	B074XGH56C	33.95	65														
NTC156103	B074XJRGBH	33.95	49														
NTC156202	B074XDYT6P	64.99	250														
NTC156203	B074XG6M4W	64.99	24														
NTC157101	B0756QXWDK	38.95	16														
NTC157102	B0756QBGWF	38.95	12														
NTC157103	B0756Q6KPF	38.95	236														
NTC157201	B0756QL957	72.95	158														
NTC157202	B0756NLGQH	72.95	250														
NTC157203	B0756NHJRY	72.95	250														
NTC159101	B076CV19JV	14.95	250														
NTC159101-2	B076CW5MJ9	28.95	24														
